algorithm,dataset,n_features,n_jobs,n_neighbors,n_samples,n_threads,time_construction_mean,time_construction_std,time_querying_mean,time_querying_std
brute,synthetic_standard_normal,7,1,10,10000,8,0.00028745333353678387,1.0021776548677325e-05,1.4489526748657227,0.0032607791696621408
brute,synthetic_standard_normal,7,1,10,50000,8,0.0009753704071044922,5.745178722358646e-06,6.153993844985962,0.0028736916699275738
brute,synthetic_standard_normal,7,1,10,100000,8,0.0018036365509033203,3.510344191193502e-05,13.733875830968222,0.0024372372908146706
brute,synthetic_standard_normal,7,1,100,10000,8,0.0002892017364501953,1.3492609933029307e-05,1.502587874730428,0.0035276277894839216
brute,synthetic_standard_normal,7,1,100,50000,8,0.0010027090708414714,5.22944702397085e-05,6.200938065846761,0.003194727175015289
brute,synthetic_standard_normal,7,1,100,100000,8,0.0018950303395589192,1.2364608080883827e-05,13.775330384572348,0.006143769751938842
brute,synthetic_standard_normal,8,1,10,10000,8,0.0003018379211425781,1.7778844295360328e-05,1.4862106641133626,0.0007603506366376437
brute,synthetic_standard_normal,8,1,10,50000,8,0.0009911855061848958,1.9277370380066025e-05,6.186738729476929,0.0024327254503140367
brute,synthetic_standard_normal,8,1,10,100000,8,0.001831372578938802,2.0794267751924752e-05,13.883741696675619,0.006116818582126027
brute,synthetic_standard_normal,8,1,100,10000,8,0.00030223528544108075,1.5644248076303425e-05,1.5431254704793294,0.0011222862919966312
brute,synthetic_standard_normal,8,1,100,50000,8,0.0010026295979817708,2.323354767083776e-05,6.243215401967366,0.0022398235440453623
brute,synthetic_standard_normal,8,1,100,100000,8,0.0019123554229736328,2.0571346713631285e-05,13.950834433237711,0.00743275132229392
brute,synthetic_standard_normal,9,1,10,10000,8,0.000307162602742513,6.296939147167303e-06,1.486361026763916,0.001960558302065734
brute,synthetic_standard_normal,9,1,10,50000,8,0.0010838508605957031,3.406355473815654e-05,5.996189594268799,0.010979564094157939
brute,synthetic_standard_normal,9,1,10,100000,8,0.0020208358764648438,2.14161294117675e-05,13.635695854822794,0.004878751274263544
brute,synthetic_standard_normal,9,1,100,10000,8,0.00031312306722005207,9.160432201015988e-06,1.5618681907653809,0.03401167430661507
brute,synthetic_standard_normal,9,1,100,50000,8,0.0010937849680582683,3.182171107054572e-05,6.058207750320435,0.026171096889735845
brute,synthetic_standard_normal,9,1,100,100000,8,0.0020832220713297525,2.359126105427055e-05,13.728460391362509,0.03354209381845374
brute,synthetic_standard_normal,10,1,10,10000,8,0.0003228187561035156,1.7549291820123622e-05,1.4872071743011475,0.0022610715029932975
brute,synthetic_standard_normal,10,1,10,50000,8,0.0010619958241780598,2.926522639653357e-05,6.063421328862508,0.005147226592359367
brute,synthetic_standard_normal,10,1,10,100000,8,0.0019752184549967446,3.0834650245085203e-05,13.625924428304037,0.00769927644641629
brute,synthetic_standard_normal,10,1,100,10000,8,0.00030803680419921875,1.3555656582058479e-05,1.5508535703023274,0.002291833133282876
brute,synthetic_standard_normal,10,1,100,50000,8,0.0011321703592936199,3.491093564857802e-05,6.129184643427531,0.00593110175502991
brute,synthetic_standard_normal,10,1,100,100000,8,0.0020613670349121094,1.2747407058565408e-05,13.69815182685852,0.01524552854255879
brute,synthetic_standard_normal,15,1,10,10000,8,0.0003597736358642578,8.844011779304222e-06,1.493783712387085,0.002520158913062693
brute,synthetic_standard_normal,15,1,10,50000,8,0.001315752665201823,2.022143149094388e-05,6.442671378453572,0.005630866348159014
brute,synthetic_standard_normal,15,1,10,100000,8,0.0024614334106445312,6.594877981805818e-05,14.065888086954752,0.03562423698164345
brute,synthetic_standard_normal,15,1,100,10000,8,0.0003608862559000651,1.6301431447540074e-05,1.5503864288330078,0.005192491751138456
brute,synthetic_standard_normal,15,1,100,50000,8,0.0013489723205566406,4.425261207394892e-05,6.488292853037517,0.007088189134504568
brute,synthetic_standard_normal,15,1,100,100000,8,0.00251921017964681,3.612301564967954e-06,14.049923737843832,0.002128516956065482
brute,synthetic_standard_normal,20,1,10,10000,8,0.00041063626607259113,1.4161787091034403e-05,1.4768413702646892,0.004417696337445586
brute,synthetic_standard_normal,20,1,10,50000,8,0.001555045445760091,1.3641117608486833e-05,6.394184271494548,0.002587845664084727
brute,synthetic_standard_normal,20,1,10,100000,8,0.0029343763987223306,5.875049630704637e-05,13.919551928838095,0.004324448536442442
brute,synthetic_standard_normal,20,1,100,10000,8,0.0004183451334635417,1.9182779516096075e-05,1.5351871649424236,0.0059711489166268126
brute,synthetic_standard_normal,20,1,100,50000,8,0.001615285873413086,1.9360410738622463e-05,6.452165762583415,0.007866576185033013
brute,synthetic_standard_normal,20,1,100,100000,8,0.0029984315236409507,1.7033538732055122e-05,13.978241125742594,0.01292950439532606
brute,synthetic_standard_normal,25,1,10,10000,8,0.00044838587443033856,1.33632615150248e-05,1.4315049648284912,0.002602909938941255
brute,synthetic_standard_normal,25,1,10,50000,8,0.0017121632893880208,1.2581836336239688e-05,6.402148326237996,0.006329380844134291
brute,synthetic_standard_normal,25,1,10,100000,8,0.0032767454783121743,8.770095633637193e-05,13.701798915863037,0.0016852097101205641
brute,synthetic_standard_normal,25,1,100,10000,8,0.0004505316416422526,8.373739614564163e-06,1.4905959765116374,0.0042069852081791535
brute,synthetic_standard_normal,25,1,100,50000,8,0.001786629358927409,4.725435119831498e-05,6.452046791712443,0.006945966067416813
brute,synthetic_standard_normal,25,1,100,100000,8,0.0033620198567708335,1.3667483537486814e-05,13.758819580078125,0.01566410212877248
brute,synthetic_standard_normal,30,1,10,10000,8,0.00048740704854329425,9.010273802948044e-06,1.4607189496358235,0.0022616048976745406
brute,synthetic_standard_normal,30,1,10,50000,8,0.0018707116444905598,1.3066459601443361e-05,6.7028173605601,0.002117299333694499
brute,synthetic_standard_normal,30,1,10,100000,8,0.0035730202992757163,7.4784509938543e-05,13.773631493250528,0.02602169015770002
brute,synthetic_standard_normal,30,1,100,10000,8,0.0004818439483642578,1.5177859823985987e-05,1.517123778661092,0.004532428718847573
brute,synthetic_standard_normal,30,1,100,50000,8,0.001957098642985026,2.7955249138028563e-05,6.756227890650432,0.006336804484818012
brute,synthetic_standard_normal,30,1,100,100000,8,0.003680547078450521,1.433863069069406e-05,13.82067060470581,0.0323251945831064
kd_tree,covertype,5,1,10,10000,8,0.10150885581970215,0.00962212708694397,0.33906372388203937,0.09482765957469891
kd_tree,covertype,5,1,10,50000,8,2.7745242913564048,0.030813611125767533,2.813657760620117,0.7858136906003352
kd_tree,covertype,5,1,10,100000,8,10.745772759119669,0.11546540780687885,5.414496024449666,2.1527979495171277
kd_tree,covertype,5,1,100,10000,8,0.11031548182169597,0.003413183770644589,0.5490125020345052,0.10095459775393811
kd_tree,covertype,5,1,100,50000,8,2.6104222933451333,0.10889020148458302,2.013975461324056,1.3833949827420016
kd_tree,covertype,5,1,100,100000,8,7.9290846188863116,3.7091352826047204,3.6290923754374185,3.059055890621793
kd_tree,covertype,6,1,10,10000,8,0.109191099802653,0.01120170827535756,0.47724517186482746,0.13553290023222314
kd_tree,covertype,6,1,10,50000,8,2.7760271231333413,0.12812083642114683,2.28624693552653,1.0993410189875836
kd_tree,covertype,6,1,10,100000,8,10.223079760869345,0.5602791220736237,3.0316588083902993,2.913879528446726
kd_tree,covertype,6,1,100,10000,8,0.10949452718098958,0.012836355254436244,0.8043339252471924,0.1940052290518861
kd_tree,covertype,6,1,100,50000,8,2.7866724332173667,0.011976318538880334,1.9408587614695232,0.3903469639503175
kd_tree,covertype,6,1,100,100000,8,10.706395308176676,0.5462663858610629,4.506811857223511,2.723336736465069
kd_tree,covertype,7,1,10,10000,8,0.11945239702860515,0.0011225231217005496,0.8204014301300049,0.11554647714105533
kd_tree,covertype,7,1,10,50000,8,2.8823066552480063,0.05300647765147657,3.241145451863607,1.0170725439209554
kd_tree,covertype,7,1,10,100000,8,10.240549564361572,0.3953635868157995,1.7793244520823162,0.402079340803407
kd_tree,covertype,7,1,100,10000,8,0.1161488691965739,0.002147310870251857,0.8613921801249186,0.09706398948351909
kd_tree,covertype,7,1,100,50000,8,2.8373471101125083,0.09316535759487671,2.8719956080118814,1.2427545542600655
kd_tree,covertype,7,1,100,100000,8,9.041894833246866,2.9215780921533896,2.5960906346639,1.3484770573317328
kd_tree,covertype,8,1,10,10000,8,0.12297097841898601,0.00016129509780549894,1.0956371625264485,0.019851676425195367
kd_tree,covertype,8,1,10,50000,8,2.9037426312764487,0.09128033632030699,3.393481651941935,1.3722552656849878
kd_tree,covertype,8,1,10,100000,8,12.02527117729187,0.1539064008553666,4.211502234141032,0.13826290358639184
kd_tree,covertype,8,1,100,10000,8,0.12182235717773438,0.0017785707360959628,1.210370143254598,0.12475750636182922
kd_tree,covertype,8,1,100,50000,8,2.764463027318319,0.2966396400072479,3.4294206301371255,1.4976034995823324
kd_tree,covertype,8,1,100,100000,8,11.261145114898682,0.23932683873068428,5.937919616699219,1.6356007721457673
kd_tree,covertype,9,1,10,10000,8,0.11457109451293945,0.011744664854499232,0.9208652973175049,0.34381424315009185
kd_tree,covertype,9,1,10,50000,8,2.8187808195749917,0.07632707220665373,4.20827849706014,0.5360736217731841
kd_tree,covertype,9,1,10,100000,8,11.370153427124023,0.18043725790558443,10.105379581451416,1.0073321701553044
kd_tree,covertype,9,1,100,10000,8,0.11669691403706868,0.00607468600632202,1.461413304011027,0.31012292685062354
kd_tree,covertype,9,1,100,50000,8,2.7880019346872964,0.03710240521184583,3.448971748352051,1.2440737592919853
kd_tree,covertype,9,1,100,100000,8,11.117339928944906,0.47146324985826643,7.613775094350179,2.1975679066934335
kd_tree,covertype,10,1,10,10000,8,0.11870455741882324,0.007861621228828088,1.120211919148763,0.1258446769024188
kd_tree,covertype,10,1,10,50000,8,2.888667265574137,0.025824815052427494,5.507630030314128,0.6998938287272717
kd_tree,covertype,10,1,10,100000,8,11.5950821240743,0.41641983605080823,9.18144416809082,2.842152181146961
kd_tree,covertype,10,1,100,10000,8,0.12431168556213379,0.0017017526658059542,1.5447230339050293,0.13565967433781914
kd_tree,covertype,10,1,100,50000,8,2.8769052823384604,0.0277864526561772,5.660742998123169,0.5392396696154765
kd_tree,covertype,10,1,100,100000,8,11.038905382156372,1.223612304639445,9.942191203435263,3.921496449200725
kd_tree,covertype,15,1,10,10000,8,0.12918217976888022,0.00102610543152726,1.8389801184336345,0.011373837155298078
kd_tree,covertype,15,1,10,50000,8,3.0283403396606445,0.027361984401464177,7.858598550160726,1.0379133967699157
kd_tree,covertype,15,1,10,100000,8,17.85378074645996,0.257738504429972,18.01058355967204,1.3056437541994748
kd_tree,covertype,15,1,100,10000,8,0.14485549926757812,0.023348383802166132,2.303600231806437,0.15538505662603957
kd_tree,covertype,15,1,100,50000,8,2.968374331792196,0.03439549663405982,8.815364360809326,0.6454615301591199
kd_tree,covertype,15,1,100,100000,8,18.122808694839478,0.06005010046180214,19.344605604807537,0.38057083701232564
kd_tree,covertype,20,1,10,10000,8,0.13448039690653482,0.0008600434276205095,2.4969703356424966,0.30305825254462376
kd_tree,covertype,20,1,10,50000,8,3.314327875773112,0.26153019306068526,11.716866731643677,0.14733123981093882
kd_tree,covertype,20,1,10,100000,8,21.133392333984375,0.3927482731878002,24.457727988560993,0.49362477898210994
kd_tree,covertype,20,1,100,10000,8,0.1340611775716146,9.858203826085908e-05,2.751705010732015,0.01944584341906962
kd_tree,covertype,20,1,100,50000,8,3.1471949418385825,0.004762400235362717,12.773859341939291,0.4197257967944227
kd_tree,covertype,20,1,100,100000,8,21.20989402135213,0.44870352036927397,26.1299151579539,0.2532575399353268
kd_tree,covertype,25,1,10,10000,8,0.1540988286336263,0.01884727197958694,2.98730738957723,0.07224131136161015
kd_tree,covertype,25,1,10,50000,8,3.534409443537394,0.2542119191414578,15.40017557144165,0.25093207855240995
kd_tree,covertype,25,1,10,100000,8,23.10966618855794,0.10155970858011414,30.74662184715271,0.3112916614466883
kd_tree,covertype,25,1,100,10000,8,0.14127802848815918,0.0005240011168708383,3.3555891513824463,0.011354975281151918
kd_tree,covertype,25,1,100,50000,8,3.356379270553589,0.008725452736320896,16.420776685078938,0.1714560367775655
kd_tree,covertype,25,1,100,100000,8,23.062686045964558,0.19124324436095536,32.01828519503275,0.04882822777922831
kd_tree,covertype,30,1,10,10000,8,0.1476434071858724,0.0010502766315298462,3.411971092224121,0.05806814111517132
kd_tree,covertype,30,1,10,50000,8,3.641333897908529,0.19627070550461148,18.30140248934428,0.36783818805596974
kd_tree,covertype,30,1,10,100000,8,25.24904441833496,1.5850328766318253,35.887927293777466,0.5436897245780812
kd_tree,covertype,30,1,100,10000,8,0.14753150939941406,0.0007609658742271963,3.8737109502156577,0.020564548959310487
kd_tree,covertype,30,1,100,50000,8,3.502258618672689,0.007135371782248354,19.41316286722819,0.22360757887225896
kd_tree,covertype,30,1,100,100000,8,24.534902095794678,0.3393122891188923,37.498525063196816,0.02196483839416354
kd_tree,creditcard,5,1,10,10000,8,0.005209684371948242,0.00036781535136068904,0.16092332204182944,0.032090736650029685
kd_tree,creditcard,5,1,10,50000,8,0.03355844815572103,0.00018775079191746784,0.1763458251953125,0.012271923626795017
kd_tree,creditcard,5,1,10,100000,8,0.07324878374735515,0.004707381074042501,0.20257933934529623,0.0270378396891175
kd_tree,creditcard,5,1,100,10000,8,0.005118846893310547,0.0001981731252020723,0.5587224165598551,0.02162796854637292
kd_tree,creditcard,5,1,100,50000,8,0.03522102038065592,0.0016262375017707992,0.6976450284322103,0.07114775171926968
kd_tree,creditcard,5,1,100,100000,8,0.0709378719329834,0.0016009834038150888,0.7318626244862875,0.08158986497931213
kd_tree,creditcard,6,1,10,10000,8,0.0061359405517578125,0.00016262314391916424,0.2505959669748942,0.026729997299254734
kd_tree,creditcard,6,1,10,50000,8,0.04050445556640625,0.0038121345425330953,0.359479824701945,0.0075836292932862275
kd_tree,creditcard,6,1,10,100000,8,0.0825812816619873,0.005824801708547869,0.34099388122558594,0.02321513441647266
kd_tree,creditcard,6,1,100,10000,8,0.005580902099609375,0.0002664173738358185,0.688871701558431,0.029155859589339098
kd_tree,creditcard,6,1,100,50000,8,0.03769556681315104,0.001945779508687416,0.9835631052652994,0.13954938818918558
kd_tree,creditcard,6,1,100,100000,8,0.08021219571431477,0.003485188362236235,1.227953275044759,0.20599804269611596
kd_tree,creditcard,7,1,10,10000,8,0.00642855962117513,3.079837357061042e-05,0.4048636754353841,0.07148983998010308
kd_tree,creditcard,7,1,10,50000,8,0.04312856992085775,0.0013417910313943667,0.6356054147084554,0.1579733206789475
kd_tree,creditcard,7,1,10,100000,8,0.09309323628743489,0.002536302524666353,0.6813313166300455,0.030835809399142995
kd_tree,creditcard,7,1,100,10000,8,0.006482044855753581,0.00011232700849903172,0.9440557956695557,0.07140228386955047
kd_tree,creditcard,7,1,100,50000,8,0.04079627990722656,0.0006336164120241892,1.5958318710327148,0.2721013575925105
kd_tree,creditcard,7,1,100,100000,8,0.09296464920043945,0.003485907247350196,2.196004867553711,0.10024931072198559
kd_tree,creditcard,8,1,10,10000,8,0.00698550542195638,0.00024336331128895077,0.5857532819112142,0.09363259253723817
kd_tree,creditcard,8,1,10,50000,8,0.04481156667073568,0.0015190809078207673,0.8500849405924479,0.04946817187509718
kd_tree,creditcard,8,1,10,100000,8,0.10522778828938802,0.004529064795491116,1.0221681594848633,0.18201756969404853
kd_tree,creditcard,8,1,100,10000,8,0.007117668787638347,0.0002815774449140762,1.2999956607818604,0.14683291790024336
kd_tree,creditcard,8,1,100,50000,8,0.06106487909952799,0.023134514604035736,2.3785157998402915,0.1797334306305664
kd_tree,creditcard,8,1,100,100000,8,0.10402329762776692,0.006195167657853898,2.8226376374562583,0.11341973605738283
kd_tree,creditcard,9,1,10,10000,8,0.007762749989827474,0.00019216126631348636,0.7419052918752035,0.09981491629565205
kd_tree,creditcard,9,1,10,50000,8,0.049325148264567055,0.0017983226866832545,1.3028476238250732,0.14289513484039965
kd_tree,creditcard,9,1,10,100000,8,0.10982489585876465,0.0005002069897294568,2.032002846399943,0.1687150358757754
kd_tree,creditcard,9,1,100,10000,8,0.0076372623443603516,0.00013284914854960105,1.4879686832427979,0.15387684052036185
kd_tree,creditcard,9,1,100,50000,8,0.04856729507446289,0.001604500992066822,3.012453635533651,0.2634336312264873
kd_tree,creditcard,9,1,100,100000,8,0.11317197481791179,0.0026613593285157405,4.290565252304077,0.45740547420886923
kd_tree,creditcard,10,1,10,10000,8,0.008580287297566732,0.00036133279352489766,0.8786931037902832,0.0792175744745962
kd_tree,creditcard,10,1,10,50000,8,0.050905466079711914,0.0008027593566119588,1.5739564895629883,0.16278114611287145
kd_tree,creditcard,10,1,10,100000,8,0.1242372989654541,0.003711156223851505,2.847269137700399,0.39820295047314624
kd_tree,creditcard,10,1,100,10000,8,0.008370399475097656,0.0003268429740840087,1.6552457809448242,0.07083670506317767
kd_tree,creditcard,10,1,100,50000,8,0.05347855885823568,0.002186859481901353,3.9787890116373696,0.16563998299404764
kd_tree,creditcard,10,1,100,100000,8,0.11929917335510254,0.0006416123781135279,5.494083642959595,1.4837090281723386
kd_tree,creditcard,15,1,10,10000,8,0.01232457160949707,0.00013350631485002006,1.9351201852162678,0.09037508716425671
kd_tree,creditcard,15,1,10,50000,8,0.07718873023986816,0.0008104532662151185,5.304214398066203,0.5225497032551827
kd_tree,creditcard,15,1,10,100000,8,0.19473997751871744,0.001883927032140108,12.160096406936646,2.5502893590188678
kd_tree,creditcard,15,1,100,10000,8,0.012540658315022787,0.0015181416346280096,2.5973872343699136,0.02793432122376206
kd_tree,creditcard,15,1,100,50000,8,0.07526477177937825,0.0009663908693347095,8.715104500452677,1.1539886650642361
kd_tree,creditcard,15,1,100,100000,8,0.19013468424479166,0.0017108880947818306,26.005879163742065,1.4484883751137614
kd_tree,creditcard,20,1,10,10000,8,0.014967997868855795,0.00017326763929004094,2.545053482055664,0.08532824188669126
kd_tree,creditcard,20,1,10,50000,8,0.09848825136820476,0.0025154582757275115,10.79891562461853,0.41987906521791757
kd_tree,creditcard,20,1,10,100000,8,0.2633260091145833,0.0027100353226767824,32.56148346265157,3.937785627330881
kd_tree,creditcard,20,1,100,10000,8,0.01699693997701009,0.003293674023912273,3.1489224433898926,0.08864045713001599
kd_tree,creditcard,20,1,100,50000,8,0.09504954020182292,0.0011030910853074942,16.970110495885212,0.9887711467241973
kd_tree,creditcard,20,1,100,100000,8,0.2615351676940918,0.00392438705362524,65.30937600135803,3.2598936711888964
kd_tree,creditcard,25,1,10,10000,8,0.018178304036458332,0.0006647426481996115,3.076449394226074,0.0563931546936784
kd_tree,creditcard,25,1,10,50000,8,0.12553834915161133,0.0030673251920516824,25.222071568171184,1.8544269319356286
kd_tree,creditcard,25,1,10,100000,8,0.3267189661661784,0.003544205346282195,51.78203264872233,1.9743419351004285
kd_tree,creditcard,25,1,100,10000,8,0.0206912358601888,0.004058776485114359,3.668656508127848,0.05040142825429432
kd_tree,creditcard,25,1,100,50000,8,0.1222061316172282,0.0009981826422258589,41.40322399139404,0.18722561467383628
kd_tree,creditcard,25,1,100,100000,8,0.31956831614176434,0.0009671308005616392,93.35449433326721,2.463314805565357
kd_tree,mnist_pca,5,1,10,10000,8,0.005098422368367513,0.00037833126436856353,0.14108792940775552,0.0012840744568240812
kd_tree,mnist_pca,5,1,10,50000,8,0.03118292490641276,0.0010349821704218492,0.20236420631408691,0.004001622521802079
kd_tree,mnist_pca,5,1,100,10000,8,0.004764238993326823,0.00011388347103405914,0.4649966557820638,0.01754038269640025
kd_tree,mnist_pca,5,1,100,50000,8,0.033858537673950195,0.001215924671231027,0.6793748537699381,0.017946434017378225
kd_tree,mnist_pca,6,1,10,10000,8,0.00558924674987793,0.00014244946464656694,0.2538582483927409,0.00921177902504655
kd_tree,mnist_pca,6,1,10,50000,8,0.03488516807556152,0.0015048329127097368,0.3794732888539632,0.024171385318933283
kd_tree,mnist_pca,6,1,100,10000,8,0.005415995915730794,0.0001399458615542941,0.6586470603942871,0.010939713796919746
kd_tree,mnist_pca,6,1,100,50000,8,0.03446046511332194,0.0005454666374472823,1.110931396484375,0.0871117575369758
kd_tree,mnist_pca,7,1,10,10000,8,0.005991617838541667,9.418435865040418e-05,0.3993518352508545,0.014698813754361672
kd_tree,mnist_pca,7,1,10,50000,8,0.03842719395955404,0.0006951919553141264,0.6979515552520752,0.02914230823885174
kd_tree,mnist_pca,7,1,100,10000,8,0.006116549173990886,3.0243365172444565e-05,0.9265088240305582,0.013825365157649922
kd_tree,mnist_pca,7,1,100,50000,8,0.03743275006612142,0.0005613659602646695,1.6285274823506672,0.04216226993202102
kd_tree,mnist_pca,8,1,10,10000,8,0.006656805674235026,2.5697153168601725e-05,0.5748839378356934,0.01871523208946872
kd_tree,mnist_pca,8,1,10,50000,8,0.04309860865275065,0.0020914128886387108,1.094396670659383,0.06287002370060533
kd_tree,mnist_pca,8,1,100,10000,8,0.006666501363118489,1.94047272179964e-05,1.1998318036397297,0.02323899014340616
kd_tree,mnist_pca,8,1,100,50000,8,0.0425566832224528,0.0012158554389949023,2.6793221632639566,0.28026053502387005
kd_tree,mnist_pca,9,1,10,10000,8,0.007526715596516927,8.920813456397337e-05,0.7611777782440186,0.045904090523880885
kd_tree,mnist_pca,9,1,10,50000,8,0.04626838366190592,0.0012072184743894185,1.6162041823069255,0.09072099964473969
kd_tree,mnist_pca,9,1,100,10000,8,0.007200558980305989,4.081548432419088e-05,1.4560083548227947,0.043531217195063455
kd_tree,mnist_pca,9,1,100,50000,8,0.046282291412353516,0.0023711221425135936,3.4868462880452475,0.1205993624321106
kd_tree,mnist_pca,10,1,10,10000,8,0.008580446243286133,4.8638558841202397e-05,1.0481655597686768,0.02712625714672293
kd_tree,mnist_pca,10,1,10,50000,8,0.05098533630371094,8.699893624725713e-05,2.3715593814849854,0.07070505367563065
kd_tree,mnist_pca,10,1,100,10000,8,0.008263905843098959,0.0001753487562769423,1.7416294415791829,0.04792181395955495
kd_tree,mnist_pca,10,1,100,50000,8,0.053049564361572266,0.000994990421639116,4.46136458714803,0.126947209991389
kd_tree,mnist_pca,15,1,10,10000,8,0.011971712112426758,0.00018273079722771836,2.1781441370646157,0.04717878914900246
kd_tree,mnist_pca,15,1,10,50000,8,0.07544032732645671,0.0006786774134070341,7.556881666183472,0.16959951421352248
kd_tree,mnist_pca,15,1,100,10000,8,0.012120644251505533,0.00030304150851772884,2.8403042952219644,0.01746886340240041
kd_tree,mnist_pca,15,1,100,50000,8,0.07722854614257812,0.0011415725062457545,10.922454754511515,0.2657490482195556
kd_tree,mnist_pca,20,1,10,10000,8,0.0151518185933431,0.00036768527153900106,2.921305020650228,0.09193595956985498
kd_tree,mnist_pca,20,1,10,50000,8,0.09934631983439128,0.0013040958165239423,15.338789304097494,0.3383083019962426
kd_tree,mnist_pca,20,1,100,10000,8,0.015293121337890625,0.0009743890714845491,3.330976724624634,0.07057957122424532
kd_tree,mnist_pca,20,1,100,50000,8,0.09644754727681477,0.00025111881945161625,19.56563989321391,0.3602563455431605
kd_tree,mnist_pca,25,1,10,10000,8,0.018084128697713215,0.00011739386942488956,3.462575833002726,0.05889786467658141
kd_tree,mnist_pca,25,1,10,50000,8,0.13192041714986166,0.005533463787213956,38.827768643697105,0.5737794575742801
kd_tree,mnist_pca,25,1,100,10000,8,0.02041467030843099,0.0031503236076666904,3.679873545964559,0.03385924325989874
kd_tree,mnist_pca,25,1,100,50000,8,0.1245872179667155,0.0021550945051977003,45.91272393862406,0.4232671666836586
kd_tree,mnist_pca,30,1,10,10000,8,0.02104632059733073,0.0004323643784725377,3.7969706058502197,0.04240762127443648
kd_tree,mnist_pca,30,1,10,50000,8,0.15170502662658691,0.0045116525339506065,45.661120573679604,0.5450000667295923
kd_tree,mnist_pca,30,1,100,10000,8,0.023147980372111004,0.0031087568752109713,4.197907050450643,0.06227570300466188
kd_tree,mnist_pca,30,1,100,50000,8,0.1483908494313558,0.0018776154665177932,50.491661628087364,0.2929055559115129
kd_tree,synthetic_low_intrinsic_dim,5,1,10,10000,8,0.004842837651570638,5.7124459127478634e-05,0.12704316775004068,0.00030237450328543503
kd_tree,synthetic_low_intrinsic_dim,5,1,10,50000,8,0.03016797701517741,0.00037080016246700265,0.17704049746195474,0.001267867237834914
kd_tree,synthetic_low_intrinsic_dim,5,1,10,100000,8,0.06377522150675456,0.0004552186950587587,0.18423199653625488,0.0015340936465469063
kd_tree,synthetic_low_intrinsic_dim,5,1,100,10000,8,0.004840930302937825,5.2977707484535106e-05,0.418909231821696,0.0013671877673856415
kd_tree,synthetic_low_intrinsic_dim,5,1,100,50000,8,0.029856522878011067,5.8102541961618785e-05,0.5840153694152832,0.0017222330719115864
kd_tree,synthetic_low_intrinsic_dim,5,1,100,100000,8,0.06331014633178711,0.000416598837894571,0.6140071551005045,0.0036790437112691763
kd_tree,synthetic_low_intrinsic_dim,6,1,10,10000,8,0.005376895268758138,3.57629634711532e-05,0.14169073104858398,0.000843724534826179
kd_tree,synthetic_low_intrinsic_dim,6,1,10,50000,8,0.03384757041931152,0.00026973568599777893,0.19596409797668457,0.0022071066296734556
kd_tree,synthetic_low_intrinsic_dim,6,1,10,100000,8,0.07145357131958008,0.00020513569275989037,0.203595240910848,0.0008971039957091532
kd_tree,synthetic_low_intrinsic_dim,6,1,100,10000,8,0.005394935607910156,1.0381479767359371e-05,0.4541664123535156,0.0010726949914512914
kd_tree,synthetic_low_intrinsic_dim,6,1,100,50000,8,0.033321539560953774,0.00041473286277586736,0.6319648424784342,0.007088327345803179
kd_tree,synthetic_low_intrinsic_dim,6,1,100,100000,8,0.08158421516418457,0.014579718375205743,0.700428326924642,0.02006804787480279
kd_tree,synthetic_low_intrinsic_dim,7,1,10,10000,8,0.006252288818359375,0.0001992491895598383,0.15769322713216147,0.00027437281719902876
kd_tree,synthetic_low_intrinsic_dim,7,1,10,50000,8,0.037648677825927734,0.0004812533204900694,0.20965266227722168,0.003032642196516591
kd_tree,synthetic_low_intrinsic_dim,7,1,10,100000,8,0.08574446042378743,0.005487420029388603,0.24447830518086752,0.01216652537603299
kd_tree,synthetic_low_intrinsic_dim,7,1,100,10000,8,0.006336371103922526,0.0002898627634458788,0.4996616840362549,0.0026609038963816074
kd_tree,synthetic_low_intrinsic_dim,7,1,100,50000,8,0.03758708635965983,0.000443138599048869,0.6736968358357748,0.011130105605386839
kd_tree,synthetic_low_intrinsic_dim,7,1,100,100000,8,0.08238522211710612,0.0014096880485989956,0.7667441368103027,0.022393258704912836
kd_tree,synthetic_low_intrinsic_dim,8,1,10,10000,8,0.006935834884643555,0.00017160518485944057,0.1724723974863688,0.00015313444665749121
kd_tree,synthetic_low_intrinsic_dim,8,1,10,50000,8,0.041546265284220375,0.0005782713852381129,0.22516020139058432,0.0037611839617934114
kd_tree,synthetic_low_intrinsic_dim,8,1,10,100000,8,0.0932770570119222,0.001302574770335313,0.2837208906809489,0.009797836607672066
kd_tree,synthetic_low_intrinsic_dim,8,1,100,10000,8,0.006805896759033203,8.666725781425199e-05,0.5246989727020264,0.001143835705545516
kd_tree,synthetic_low_intrinsic_dim,8,1,100,50000,8,0.041139841079711914,0.000528459105584015,0.7131799062093099,0.014409849258142588
kd_tree,synthetic_low_intrinsic_dim,8,1,100,100000,8,0.09105507532755534,0.0007794024621564536,0.8855920632680258,0.027817344094922782
kd_tree,synthetic_low_intrinsic_dim,9,1,10,10000,8,0.007393836975097656,6.972456131281372e-05,0.18665742874145508,0.0004201713782886656
kd_tree,synthetic_low_intrinsic_dim,9,1,10,50000,8,0.044884443283081055,0.00017859487891209782,0.24453997611999512,0.002227151574816011
kd_tree,synthetic_low_intrinsic_dim,9,1,10,100000,8,0.09975663820902507,0.0006437771783936129,0.32318798700968426,0.005489502366075987
